date,transaction_description,category,amount,type,year,month,years_month,abs_amount
2023-04-15,Size sing tree kitchen.,Travel,1072.04,expense,2023,April,2023-04,1072.04
2023-04-16,Toward child future low.,Food & Drink,1530.46,expense,2023,April,2023-04,1530.46
2023-04-20,Simply century the.,Shopping,716.06,expense,2023,April,2023-04,716.06
2023-04-20,Day already hold.,Utilities,360.44,expense,2023,April,2023-04,360.44
2023-04-21,About usually.,Health & Fitness,1828.82,expense,2023,April,2023-04,1828.82
2023-04-22,Level animal minute probably.,Other,1664.0,income,2023,April,2023-04,1664.0
2023-04-22,Officer fine.,Entertainment,1675.03,expense,2023,April,2023-04,1675.03
2023-04-23,Customer expert mother significant.,Salary,1088.83,expense,2023,April,2023-04,1088.83
2023-04-24,Chance event address.,Investment,1239.0,expense,2023,April,2023-04,1239.0
2023-04-25,Bill my near even wall.,Investment,663.0,expense,2023,April,2023-04,663.0
2023-05-02,Each author party full kitchen.,Food & Drink,670.15,expense,2023,May,2023-05,670.15
2023-05-02,Likely push.,Utilities,688.11,expense,2023,May,2023-05,688.11
2023-05-03,Approach interview condition other.,Other,987.0,income,2023,May,2023-05,987.0
2023-05-05,Green forward cup serve speak.,Investment,1408.0,expense,2023,May,2023-05,1408.0
2023-05-05,Nothing behavior sort recognize.,Health & Fitness,1921.51,expense,2023,May,2023-05,1921.51
2023-05-05,Financial popular short like.,Shopping,1176.17,expense,2023,May,2023-05,1176.17
2023-05-07,Technology pay tree.,Health & Fitness,281.54,expense,2023,May,2023-05,281.54
2023-05-12,Record professor small.,Other,4491.0,income,2023,May,2023-05,4491.0
2023-05-14,Maintain assume both long.,Utilities,1417.29,expense,2023,May,2023-05,1417.29
2023-05-14,Should page camera.,Health & Fitness,454.24,expense,2023,May,2023-05,454.24
2023-05-14,Stage someone for power.,Utilities,762.98,expense,2023,May,2023-05,762.98
2023-05-15,Leave opportunity draw during city.,Travel,263.42,expense,2023,May,2023-05,263.42
2023-05-15,At decade really issue.,Shopping,1703.01,expense,2023,May,2023-05,1703.01
2023-05-16,Skin name door production back.,Food & Drink,372.34,expense,2023,May,2023-05,372.34
2023-05-17,Boy other foot best.,Entertainment,1282.9,expense,2023,May,2023-05,1282.9
2023-05-18,Final image our.,Other,1652.0,income,2023,May,2023-05,1652.0
2023-05-19,Management produce bed stage.,Rent,483.61,expense,2023,May,2023-05,483.61
2023-05-20,Serious produce.,Utilities,1276.01,expense,2023,May,2023-05,1276.01
2023-05-20,Factor past language day theory.,Health & Fitness,898.79,expense,2023,May,2023-05,898.79
2023-05-20,Some quickly truth view response.,Entertainment,1389.42,expense,2023,May,2023-05,1389.42
2023-05-22,Old particularly.,Rent,1443.62,expense,2023,May,2023-05,1443.62
2023-05-22,Summer system artist too.,Other,3937.0,income,2023,May,2023-05,3937.0
2023-05-22,Reflect star.,Shopping,991.23,expense,2023,May,2023-05,991.23
2023-05-25,Technology tend.,Shopping,211.84,expense,2023,May,2023-05,211.84
2023-05-28,Reduce hour fish him.,Entertainment,333.69,expense,2023,May,2023-05,333.69
2023-05-29,Nation production little could.,Investment,2915.0,expense,2023,May,2023-05,2915.0
2023-05-29,Style child young prove.,Other,1357.0,income,2023,May,2023-05,1357.0
2023-05-30,Author administration.,Investment,3575.0,expense,2023,May,2023-05,3575.0
2023-06-02,Window career case south.,Investment,4981.0,expense,2023,June,2023-06,4981.0
2023-06-03,Us perhaps lawyer interest star.,Rent,682.52,expense,2023,June,2023-06,682.52
2023-06-04,Difficult interesting account marriage.,Salary,1411.96,expense,2023,June,2023-06,1411.96
2023-06-05,Especially unit office almost.,Utilities,1218.56,expense,2023,June,2023-06,1218.56
2023-06-08,Low happy oil which bag.,Food & Drink,211.5,expense,2023,June,2023-06,211.5
2023-06-08,Let back three.,Entertainment,824.47,expense,2023,June,2023-06,824.47
2023-06-09,Line score whether.,Travel,1324.59,expense,2023,June,2023-06,1324.59
2023-06-09,Something fine apply gas sing.,Rent,108.77,expense,2023,June,2023-06,108.77
2023-06-10,Mention light safe inside.,Salary,315.64,expense,2023,June,2023-06,315.64
2023-06-10,Cold reason our.,Shopping,184.38,expense,2023,June,2023-06,184.38
2023-06-13,Employee picture official of prevent.,Salary,407.35,expense,2023,June,2023-06,407.35
2023-06-15,Agree machine camera baby six.,Investment,2890.0,expense,2023,June,2023-06,2890.0
2023-06-16,Past every either.,Salary,1689.1,expense,2023,June,2023-06,1689.1
2023-06-16,Company option character land space.,Shopping,947.18,expense,2023,June,2023-06,947.18
2023-06-17,Machine son television.,Travel,191.36,expense,2023,June,2023-06,191.36
2023-06-17,Whose other.,Utilities,748.33,expense,2023,June,2023-06,748.33
2023-06-19,Sell include himself produce.,Utilities,897.09,expense,2023,June,2023-06,897.09
2023-06-21,Official success approach.,Salary,534.17,expense,2023,June,2023-06,534.17
2023-06-22,Apply less.,Food & Drink,310.75,expense,2023,June,2023-06,310.75
2023-06-22,Live way two.,Rent,180.56,expense,2023,June,2023-06,180.56
2023-06-23,Raise hope enjoy most.,Shopping,1941.7,expense,2023,June,2023-06,1941.7
2023-06-25,Eye something.,Food & Drink,1683.19,expense,2023,June,2023-06,1683.19
2023-06-25,Which raise american truth.,Shopping,1931.6,expense,2023,June,2023-06,1931.6
2023-06-25,Particular present evening establish.,Salary,1149.7,expense,2023,June,2023-06,1149.7
2023-06-26,Pressure hospital significant.,Travel,167.12,expense,2023,June,2023-06,167.12
2023-06-30,Side mind question year finish.,Food & Drink,1009.18,expense,2023,June,2023-06,1009.18
2023-07-01,Story activity.,Utilities,249.36,expense,2023,July,2023-07,249.36
2023-07-02,Billion land detail exist cover.,Utilities,1898.63,expense,2023,July,2023-07,1898.63
2023-07-05,Begin voice prevent structure wear.,Investment,2078.0,expense,2023,July,2023-07,2078.0
2023-07-05,Beat painting heavy.,Other,1141.0,income,2023,July,2023-07,1141.0
2023-07-06,To receive education.,Shopping,411.82,expense,2023,July,2023-07,411.82
2023-07-07,Police two.,Utilities,1669.88,expense,2023,July,2023-07,1669.88
2023-07-07,Realize property show either.,Rent,183.18,expense,2023,July,2023-07,183.18
2023-07-10,Since him four.,Health & Fitness,1714.68,expense,2023,July,2023-07,1714.68
2023-07-10,Western enough key.,Food & Drink,1575.24,expense,2023,July,2023-07,1575.24
2023-07-10,Particular condition man.,Shopping,233.91,expense,2023,July,2023-07,233.91
2023-07-10,Shoulder despite poor tree resource.,Investment,1365.0,expense,2023,July,2023-07,1365.0
2023-07-11,Authority number.,Rent,1573.63,expense,2023,July,2023-07,1573.63
2023-07-13,Affect marriage present a.,Health & Fitness,1757.01,expense,2023,July,2023-07,1757.01
2023-07-15,Entire record toward off.,Salary,1148.33,expense,2023,July,2023-07,1148.33
2023-07-15,Long identify road speech.,Utilities,558.07,expense,2023,July,2023-07,558.07
2023-07-15,Difficult his ready sister building.,Other,817.0,income,2023,July,2023-07,817.0
2023-07-15,Four field area young.,Health & Fitness,1384.12,expense,2023,July,2023-07,1384.12
2023-07-15,Movement which ball least.,Other,2700.0,income,2023,July,2023-07,2700.0
2023-07-16,Computer always his.,Food & Drink,682.35,expense,2023,July,2023-07,682.35
2023-07-17,Receive to piece.,Travel,567.89,expense,2023,July,2023-07,567.89
2023-07-18,Be plan same cause.,Rent,1945.27,expense,2023,July,2023-07,1945.27
2023-07-19,Rest or.,Travel,1948.7,expense,2023,July,2023-07,1948.7
2023-07-19,As music film move.,Health & Fitness,546.15,expense,2023,July,2023-07,546.15
2023-07-20,Already argue.,Rent,383.99,expense,2023,July,2023-07,383.99
2023-07-21,Brother southern project learn.,Shopping,1484.48,expense,2023,July,2023-07,1484.48
2023-07-23,Scientist do author.,Health & Fitness,1643.82,expense,2023,July,2023-07,1643.82
2023-07-25,President likely truth animal.,Utilities,140.58,expense,2023,July,2023-07,140.58
2023-07-26,Common anyone.,Shopping,279.94,expense,2023,July,2023-07,279.94
2023-07-27,Lay color.,Food & Drink,355.74,expense,2023,July,2023-07,355.74
2023-07-27,Box organization.,Entertainment,1675.58,expense,2023,July,2023-07,1675.58
2023-07-30,Source international.,Salary,110.61,expense,2023,July,2023-07,110.61
2023-08-01,Building range national focus.,Entertainment,555.22,expense,2023,August,2023-08,555.22
2023-08-04,Or friend.,Shopping,1274.47,expense,2023,August,2023-08,1274.47
2023-08-05,Center indeed recent.,Investment,2481.0,expense,2023,August,2023-08,2481.0
2023-08-07,Just understand american.,Salary,363.39,expense,2023,August,2023-08,363.39
2023-08-07,Partner sing administration main according.,Health & Fitness,695.06,expense,2023,August,2023-08,695.06
2023-08-09,Religious order.,Travel,1500.43,expense,2023,August,2023-08,1500.43
2023-08-09,Really society live camera.,Travel,64.63,expense,2023,August,2023-08,64.63
2023-08-10,Mission include visit.,Investment,2313.0,expense,2023,August,2023-08,2313.0
2023-08-10,Conference matter wear physical site.,Entertainment,545.48,expense,2023,August,2023-08,545.48
2023-08-11,Above dog brother morning.,Food & Drink,1730.61,expense,2023,August,2023-08,1730.61
2023-08-16,Gun seven music despite show.,Food & Drink,953.45,expense,2023,August,2023-08,953.45
2023-08-17,Apply both chance.,Investment,569.0,expense,2023,August,2023-08,569.0
2023-08-17,Computer prove amount population.,Travel,1428.35,expense,2023,August,2023-08,1428.35
2023-08-21,Itself free source.,Travel,853.38,expense,2023,August,2023-08,853.38
2023-08-22,Bit appear.,Health & Fitness,923.41,expense,2023,August,2023-08,923.41
2023-08-23,Citizen ahead method.,Travel,1357.62,expense,2023,August,2023-08,1357.62
2023-08-25,Return or for.,Shopping,1173.13,expense,2023,August,2023-08,1173.13
2023-08-27,Discover body direction down.,Other,2815.0,income,2023,August,2023-08,2815.0
2023-08-30,Heart determine likely.,Rent,968.66,expense,2023,August,2023-08,968.66
2023-08-30,Three certain.,Travel,1284.78,expense,2023,August,2023-08,1284.78
2023-08-30,Hold carry rest.,Travel,1315.68,expense,2023,August,2023-08,1315.68
2023-08-30,Dark camera realize.,Travel,384.84,expense,2023,August,2023-08,384.84
2023-09-01,Carry surface learn.,Entertainment,1800.38,expense,2023,September,2023-09,1800.38
2023-09-01,Detail far church some.,Shopping,1324.46,expense,2023,September,2023-09,1324.46
2023-09-03,Wife talk beat tax majority.,Food & Drink,1314.25,expense,2023,September,2023-09,1314.25
2023-09-04,List leg address into their.,Travel,1814.75,expense,2023,September,2023-09,1814.75
2023-09-04,Its develop until watch.,Food & Drink,1170.22,expense,2023,September,2023-09,1170.22
2023-09-04,Individual analysis.,Entertainment,692.9,expense,2023,September,2023-09,692.9
2023-09-07,Almost most look something.,Salary,1813.99,expense,2023,September,2023-09,1813.99
2023-09-10,Manager bar send really.,Travel,1692.38,expense,2023,September,2023-09,1692.38
2023-09-11,Car fast positive.,Utilities,594.63,expense,2023,September,2023-09,594.63
2023-09-11,Look fight.,Travel,1453.12,expense,2023,September,2023-09,1453.12
2023-09-12,Section agency lawyer sign them.,Utilities,1894.38,expense,2023,September,2023-09,1894.38
2023-09-12,Smile have less.,Rent,452.28,expense,2023,September,2023-09,452.28
2023-09-13,Audience throw four allow international.,Travel,846.74,expense,2023,September,2023-09,846.74
2023-09-14,My some skin ball thing.,Health & Fitness,528.51,expense,2023,September,2023-09,528.51
2023-09-14,War push thousand book half.,Rent,946.37,expense,2023,September,2023-09,946.37
2023-09-14,Hand possible relate night.,Rent,949.72,expense,2023,September,2023-09,949.72
2023-09-15,Wonder draw box.,Investment,3626.0,expense,2023,September,2023-09,3626.0
2023-09-15,That reflect send set fly.,Shopping,117.58,expense,2023,September,2023-09,117.58
2023-09-16,Quite everyone as generation.,Utilities,1984.77,expense,2023,September,2023-09,1984.77
2023-09-16,Money but report question.,Salary,295.02,expense,2023,September,2023-09,295.02
2023-09-21,Later happy pull.,Utilities,1560.09,expense,2023,September,2023-09,1560.09
2023-09-21,Throughout leader bag.,Utilities,633.69,expense,2023,September,2023-09,633.69
2023-09-23,When baby clearly.,Other,2740.0,income,2023,September,2023-09,2740.0
2023-09-24,Many themselves minute.,Utilities,1156.8,expense,2023,September,2023-09,1156.8
2023-09-28,Indicate radio use.,Investment,1560.0,expense,2023,September,2023-09,1560.0
2023-09-29,Information scene again country.,Shopping,812.75,expense,2023,September,2023-09,812.75
2023-10-03,Strong mind from.,Shopping,19.29,expense,2023,October,2023-10,19.29
2023-10-04,Pretty skin main program.,Health & Fitness,1900.64,expense,2023,October,2023-10,1900.64
2023-10-04,Knowledge fight car smile commercial.,Entertainment,45.65,expense,2023,October,2023-10,45.65
2023-10-05,Machine wife show.,Investment,2353.0,expense,2023,October,2023-10,2353.0
2023-10-06,Good lay coach.,Health & Fitness,631.06,expense,2023,October,2023-10,631.06
2023-10-08,Expect win stuff realize project.,Other,1868.0,income,2023,October,2023-10,1868.0
2023-10-08,Draw american first.,Investment,2942.0,expense,2023,October,2023-10,2942.0
2023-10-08,Employee continue none alone.,Salary,1458.39,expense,2023,October,2023-10,1458.39
2023-10-09,Challenge large wish move.,Health & Fitness,872.99,expense,2023,October,2023-10,872.99
2023-10-09,Identify material.,Utilities,692.04,expense,2023,October,2023-10,692.04
2023-10-11,Until choose wife national.,Health & Fitness,1502.73,expense,2023,October,2023-10,1502.73
2023-10-13,Positive far time wide.,Other,656.0,income,2023,October,2023-10,656.0
2023-10-14,Son rock two.,Utilities,430.27,expense,2023,October,2023-10,430.27
2023-10-14,Rule too.,Investment,1508.0,expense,2023,October,2023-10,1508.0
2023-10-15,Bring agent pay detail group.,Food & Drink,756.63,expense,2023,October,2023-10,756.63
2023-10-15,Part crime.,Food & Drink,1191.91,expense,2023,October,2023-10,1191.91
2023-10-16,Sit short cultural.,Investment,661.0,expense,2023,October,2023-10,661.0
2023-10-17,Support quality whatever wish hour.,Investment,3914.0,expense,2023,October,2023-10,3914.0
2023-10-17,Owner memory argue project.,Rent,1099.09,expense,2023,October,2023-10,1099.09
2023-10-27,Respond into history.,Utilities,418.93,expense,2023,October,2023-10,418.93
2023-10-27,General final knowledge.,Food & Drink,609.22,expense,2023,October,2023-10,609.22
2023-10-29,Democratic thousand.,Travel,1249.37,expense,2023,October,2023-10,1249.37
2023-10-30,Eye south wife interest.,Shopping,1663.0,expense,2023,October,2023-10,1663.0
2023-10-30,Structure our century.,Investment,2815.0,expense,2023,October,2023-10,2815.0
2023-11-04,Write moment friend value.,Investment,4577.0,expense,2023,November,2023-11,4577.0
2023-11-05,According police.,Investment,2654.0,expense,2023,November,2023-11,2654.0
2023-11-08,Company left nothing trip.,Entertainment,722.26,expense,2023,November,2023-11,722.26
2023-11-08,Strategy face make.,Utilities,88.42,expense,2023,November,2023-11,88.42
2023-11-08,Fight nice less agree able.,Entertainment,1379.53,expense,2023,November,2023-11,1379.53
2023-11-09,What strong line.,Entertainment,15.45,expense,2023,November,2023-11,15.45
2023-11-09,Conference trade population agreement.,Rent,1672.11,expense,2023,November,2023-11,1672.11
2023-11-11,Yes at seat ok.,Utilities,1899.4,expense,2023,November,2023-11,1899.4
2023-11-11,Than physical live reason.,Rent,1449.89,expense,2023,November,2023-11,1449.89
2023-11-13,Mention offer suddenly clear.,Other,2393.0,income,2023,November,2023-11,2393.0
2023-11-14,Floor there career.,Travel,535.61,expense,2023,November,2023-11,535.61
2023-11-14,Evening information.,Investment,823.0,expense,2023,November,2023-11,823.0
2023-11-15,Face morning.,Health & Fitness,1605.18,expense,2023,November,2023-11,1605.18
2023-11-17,Create physical share out cold.,Rent,199.05,expense,2023,November,2023-11,199.05
2023-11-18,Step rate feeling rate.,Food & Drink,29.25,expense,2023,November,2023-11,29.25
2023-11-21,Move goal.,Investment,3192.0,expense,2023,November,2023-11,3192.0
2023-11-21,Carry example.,Salary,1910.63,expense,2023,November,2023-11,1910.63
2023-11-22,Future treat bill choice.,Rent,751.52,expense,2023,November,2023-11,751.52
2023-11-23,Somebody next ready.,Rent,807.55,expense,2023,November,2023-11,807.55
2023-11-23,Republican reduce sort individual trouble.,Travel,1673.06,expense,2023,November,2023-11,1673.06
2023-11-26,Type look find.,Salary,1601.8,expense,2023,November,2023-11,1601.8
2023-11-26,Stage threat our.,Utilities,234.98,expense,2023,November,2023-11,234.98
2023-11-26,Report agreement sport.,Food & Drink,1963.32,expense,2023,November,2023-11,1963.32
2023-11-26,Task central dinner.,Rent,837.9,expense,2023,November,2023-11,837.9
2023-11-27,Candidate bad real.,Salary,370.71,expense,2023,November,2023-11,370.71
2023-11-27,Affect machine.,Health & Fitness,1226.6,expense,2023,November,2023-11,1226.6
2023-11-28,Cultural allow.,Utilities,971.33,expense,2023,November,2023-11,971.33
2023-11-28,Arrive budget education at property.,Shopping,886.97,expense,2023,November,2023-11,886.97
2023-11-29,Turn day top.,Other,601.0,income,2023,November,2023-11,601.0
2023-12-05,Ahead certainly second everyone.,Entertainment,1956.01,expense,2023,December,2023-12,1956.01
2023-12-05,Goal talk sit party.,Health & Fitness,1043.01,expense,2023,December,2023-12,1043.01
2023-12-06,Attention standard shake more respond.,Rent,871.37,expense,2023,December,2023-12,871.37
2023-12-08,Top mr wind.,Salary,698.04,expense,2023,December,2023-12,698.04
2023-12-09,Turn surface listen.,Shopping,305.82,expense,2023,December,2023-12,305.82
2023-12-09,Pull blue strong wonder.,Food & Drink,33.17,expense,2023,December,2023-12,33.17
2023-12-10,Method imagine seven.,Salary,1705.22,expense,2023,December,2023-12,1705.22
2023-12-11,Letter mind many.,Rent,1505.35,expense,2023,December,2023-12,1505.35
2023-12-13,News american foreign.,Health & Fitness,1940.59,expense,2023,December,2023-12,1940.59
2023-12-14,Exist outside find wish.,Investment,3601.0,expense,2023,December,2023-12,3601.0
2023-12-14,Network fact talk.,Entertainment,166.87,expense,2023,December,2023-12,166.87
2023-12-18,Thus sort.,Salary,185.16,expense,2023,December,2023-12,185.16
2023-12-20,Actually purpose public.,Health & Fitness,246.23,expense,2023,December,2023-12,246.23
2023-12-21,Mission put budget house.,Food & Drink,214.26,expense,2023,December,2023-12,214.26
2023-12-22,Ask window full.,Food & Drink,1653.56,expense,2023,December,2023-12,1653.56
2023-12-23,Do interesting material.,Travel,1781.32,expense,2023,December,2023-12,1781.32
2023-12-25,Event smile popular hundred live.,Salary,1901.21,expense,2023,December,2023-12,1901.21
2023-12-26,Memory challenge lawyer business.,Food & Drink,1635.01,expense,2023,December,2023-12,1635.01
2023-12-27,Discuss wall ahead scene.,Health & Fitness,1124.7,expense,2023,December,2023-12,1124.7
2023-12-29,Question will him quickly.,Salary,1436.15,expense,2023,December,2023-12,1436.15
2023-12-29,Perform benefit baby.,Salary,236.91,expense,2023,December,2023-12,236.91
2023-12-29,Society dark product make.,Entertainment,14.37,expense,2023,December,2023-12,14.37
2024-01-02,Gas teacher national weight all.,Travel,1099.9,expense,2024,January,2024-01,1099.9
2024-01-02,Himself fire heavy.,Rent,101.1,expense,2024,January,2024-01,101.1
2024-01-04,Allow news.,Investment,3852.0,expense,2024,January,2024-01,3852.0
2024-01-04,Man care resource.,Investment,2036.0,expense,2024,January,2024-01,2036.0
2024-01-07,Notice make.,Other,2266.0,income,2024,January,2024-01,2266.0
2024-01-09,Occur live take media hot.,Entertainment,1436.41,expense,2024,January,2024-01,1436.41
2024-01-09,Wife pay good within fly.,Other,880.0,income,2024,January,2024-01,880.0
2024-01-10,And student give score agree.,Rent,1546.57,expense,2024,January,2024-01,1546.57
2024-01-11,Best generation group goal.,Utilities,1928.07,expense,2024,January,2024-01,1928.07
2024-01-11,Doctor fine be.,Investment,4045.0,expense,2024,January,2024-01,4045.0
2024-01-11,Boy college mrs.,Salary,1849.5,expense,2024,January,2024-01,1849.5
2024-01-12,Price institution method inside.,Utilities,1386.72,expense,2024,January,2024-01,1386.72
2024-01-13,Onto worry help hope.,Investment,1348.0,expense,2024,January,2024-01,1348.0
2024-01-14,Space beyond.,Health & Fitness,1013.18,expense,2024,January,2024-01,1013.18
2024-01-15,Market specific property coach.,Entertainment,554.46,expense,2024,January,2024-01,554.46
2024-01-16,Wide cut player wind.,Travel,911.16,expense,2024,January,2024-01,911.16
2024-01-16,Degree enter father of source.,Other,4696.0,income,2024,January,2024-01,4696.0
2024-01-16,Behind front attack song little.,Health & Fitness,1426.63,expense,2024,January,2024-01,1426.63
2024-01-17,Somebody prepare few sound.,Entertainment,409.77,expense,2024,January,2024-01,409.77
2024-01-19,Finish increase economy middle public.,Travel,1376.36,expense,2024,January,2024-01,1376.36
2024-01-19,Thing physical might.,Utilities,1962.86,expense,2024,January,2024-01,1962.86
2024-01-19,Material produce station visit environmental.,Utilities,1012.75,expense,2024,January,2024-01,1012.75
2024-01-19,Table trade various risk art.,Health & Fitness,1423.6,expense,2024,January,2024-01,1423.6
2024-01-20,Leg drive second she.,Salary,1169.78,expense,2024,January,2024-01,1169.78
2024-01-22,Five store ask data.,Shopping,1351.74,expense,2024,January,2024-01,1351.74
2024-01-23,Statement position either.,Travel,1756.18,expense,2024,January,2024-01,1756.18
2024-01-24,Draw change agree someone.,Food & Drink,1050.23,expense,2024,January,2024-01,1050.23
2024-01-25,Magazine yard instead town.,Investment,934.0,expense,2024,January,2024-01,934.0
2024-01-26,Evening ahead smile.,Entertainment,541.29,expense,2024,January,2024-01,541.29
2024-01-26,Compare system white magazine after.,Travel,1369.95,expense,2024,January,2024-01,1369.95
2024-01-26,Own test too imagine.,Investment,2917.0,expense,2024,January,2024-01,2917.0
2024-01-27,However style.,Food & Drink,723.78,expense,2024,January,2024-01,723.78
2024-01-28,Born same usually.,Entertainment,1487.4,expense,2024,January,2024-01,1487.4
2024-01-30,Wear use edge this draw.,Entertainment,1026.74,expense,2024,January,2024-01,1026.74
2024-02-01,Forget once hope security.,Travel,1388.94,expense,2024,February,2024-02,1388.94
2024-02-06,Design blood degree ever.,Other,3674.0,income,2024,February,2024-02,3674.0
2024-02-07,Television argue mouth.,Health & Fitness,1932.01,expense,2024,February,2024-02,1932.01
2024-02-07,Nation little east everyone.,Other,2163.0,income,2024,February,2024-02,2163.0
2024-02-10,Little happy final population.,Salary,1661.67,expense,2024,February,2024-02,1661.67
2024-02-10,Real small.,Health & Fitness,1512.66,expense,2024,February,2024-02,1512.66
2024-02-10,Need finally when.,Entertainment,1554.53,expense,2024,February,2024-02,1554.53
2024-02-14,Movement door kind.,Travel,903.14,expense,2024,February,2024-02,903.14
2024-02-14,Until truth feeling view.,Rent,382.08,expense,2024,February,2024-02,382.08
2024-02-15,Decision three trouble.,Investment,3590.0,expense,2024,February,2024-02,3590.0
2024-02-16,Smile ever bag single.,Other,2664.0,income,2024,February,2024-02,2664.0
2024-02-17,Say unit four institution.,Other,546.0,income,2024,February,2024-02,546.0
2024-02-19,Recognize media goal.,Utilities,89.48,expense,2024,February,2024-02,89.48
2024-02-21,Law agree appear political.,Food & Drink,1549.59,expense,2024,February,2024-02,1549.59
2024-02-21,Able customer figure.,Travel,986.2,expense,2024,February,2024-02,986.2
2024-02-21,Book economic.,Health & Fitness,155.03,expense,2024,February,2024-02,155.03
2024-02-22,Rate society floor long same.,Entertainment,1914.41,expense,2024,February,2024-02,1914.41
2024-02-23,Reach step son.,Utilities,837.7,expense,2024,February,2024-02,837.7
2024-02-23,Increase consider.,Rent,705.31,expense,2024,February,2024-02,705.31
2024-02-24,Difference way type positive phone.,Health & Fitness,668.82,expense,2024,February,2024-02,668.82
2024-02-24,Cup red collection husband.,Salary,1993.3,expense,2024,February,2024-02,1993.3
2024-02-25,Employee become happy water bring.,Food & Drink,238.3,expense,2024,February,2024-02,238.3
2024-02-27,Significant up still management.,Entertainment,1809.95,expense,2024,February,2024-02,1809.95
2024-02-27,Course technology site.,Entertainment,1918.2,expense,2024,February,2024-02,1918.2
2024-02-27,High issue deal democratic.,Health & Fitness,768.93,expense,2024,February,2024-02,768.93
2024-02-28,Industry impact certainly.,Rent,777.89,expense,2024,February,2024-02,777.89
2024-02-29,Dog late eat.,Travel,59.16,expense,2024,February,2024-02,59.16
2024-03-02,Beat light the window.,Health & Fitness,1033.48,expense,2024,March,2024-03,1033.48
2024-03-03,Require remain save.,Salary,97.26,expense,2024,March,2024-03,97.26
2024-03-05,Believe arrive.,Entertainment,647.42,expense,2024,March,2024-03,647.42
2024-03-05,Likely great paper.,Investment,1871.0,expense,2024,March,2024-03,1871.0
2024-03-06,Effect people.,Food & Drink,1257.6,expense,2024,March,2024-03,1257.6
2024-03-06,Provide car throughout american.,Entertainment,1731.25,expense,2024,March,2024-03,1731.25
2024-03-06,College manage fund.,Rent,419.1,expense,2024,March,2024-03,419.1
2024-03-07,Bed report item.,Shopping,1296.66,expense,2024,March,2024-03,1296.66
2024-03-07,Finish without.,Utilities,57.27,expense,2024,March,2024-03,57.27
2024-03-08,Security unit executive.,Food & Drink,184.17,expense,2024,March,2024-03,184.17
2024-03-11,Stop unit might job close.,Other,1077.0,income,2024,March,2024-03,1077.0
2024-03-13,New type pm.,Entertainment,1822.86,expense,2024,March,2024-03,1822.86
2024-03-15,Country approach.,Salary,1264.13,expense,2024,March,2024-03,1264.13
2024-03-16,Like clear.,Food & Drink,785.11,expense,2024,March,2024-03,785.11
2024-03-18,Break time manager kid.,Investment,1018.0,expense,2024,March,2024-03,1018.0
2024-03-26,Leader both rest challenge.,Food & Drink,1404.76,expense,2024,March,2024-03,1404.76
2024-03-27,Data exist.,Investment,2874.0,expense,2024,March,2024-03,2874.0
2024-03-28,State none production defense your.,Travel,1217.07,expense,2024,March,2024-03,1217.07
2024-03-29,Short congress turn east marriage.,Salary,769.01,expense,2024,March,2024-03,769.01
2024-03-30,Ago race quite hour.,Food & Drink,953.24,expense,2024,March,2024-03,953.24
2024-03-30,Child ball store process.,Utilities,1496.04,expense,2024,March,2024-03,1496.04
2024-04-03,Western order accept wide prevent.,Travel,1920.67,expense,2024,April,2024-04,1920.67
2024-04-04,Water yourself trade someone.,Other,591.0,income,2024,April,2024-04,591.0
2024-04-06,Tell soon executive.,Utilities,255.24,expense,2024,April,2024-04,255.24
2024-04-07,Natural own.,Other,4900.0,income,2024,April,2024-04,4900.0
2024-04-08,Effort drive side human.,Rent,616.34,expense,2024,April,2024-04,616.34
2024-04-09,Clear single expect.,Health & Fitness,431.36,expense,2024,April,2024-04,431.36
2024-04-09,Fear song save.,Utilities,330.3,expense,2024,April,2024-04,330.3
2024-04-10,Capital program story mention majority.,Travel,396.71,expense,2024,April,2024-04,396.71
2024-04-10,Environmental outside bed institution.,Investment,4996.0,expense,2024,April,2024-04,4996.0
2024-04-11,Control piece behavior message wind.,Rent,588.4,expense,2024,April,2024-04,588.4
2024-04-13,Us money positive.,Investment,2117.0,expense,2024,April,2024-04,2117.0
2024-04-16,Life bad soon.,Salary,1903.56,expense,2024,April,2024-04,1903.56
2024-04-17,Worker range feel.,Entertainment,209.09,expense,2024,April,2024-04,209.09
2024-04-17,Into notice necessary true message.,Entertainment,642.39,expense,2024,April,2024-04,642.39
2024-04-17,Including let result spend.,Travel,1389.98,expense,2024,April,2024-04,1389.98
2024-04-18,One shoulder administration.,Other,3091.0,income,2024,April,2024-04,3091.0
2024-04-20,Skill successful and.,Utilities,19.62,expense,2024,April,2024-04,19.62
2024-04-21,Finish right serious.,Entertainment,1427.28,expense,2024,April,2024-04,1427.28
2024-04-22,Space game truth special decision.,Travel,1681.82,expense,2024,April,2024-04,1681.82
2024-04-23,Else pull its adult house.,Other,4431.0,income,2024,April,2024-04,4431.0
2024-04-25,Pretty least if.,Health & Fitness,1551.79,expense,2024,April,2024-04,1551.79
2024-04-26,Peace wind guess.,Rent,359.78,expense,2024,April,2024-04,359.78
2024-04-26,Because career course.,Travel,1718.84,expense,2024,April,2024-04,1718.84
2024-04-30,Teacher decide possible.,Investment,2656.0,expense,2024,April,2024-04,2656.0
2024-05-02,Success teach mrs beat.,Rent,1457.58,expense,2024,May,2024-05,1457.58
